recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
tiktok air fryer bagel chip,air fryer recipe,air fryer appetizer snack recipe,crispy flavorful bagel chip toasted air fryer maximum crunch add cheese board pair favorite party dip recipe work best dayold stale bagel havent sliced,1 day old bagel 1 olive oil 1 garlic powder 1 italian seasoning 1 freshly grated parmesan cheese optional,slice bagel top bottom 18 inchthick round add bagel slice large bowl add olive oil garlic powder italian seasoning grated parmesan cheese stir fully coated preheat air fryer 350 degree f 175 degree c arrange bagel slice single layer cook 57 minute flipping halfway move chip paper towellined plate remove excess oil chip crisp cool,5,5
air fryer lemon pepper roasted cashew,air fryer recipe,air fryer appetizer snack recipe,youve never started raw roasted cashew treat roasting air fryer make cinch golden brown pop mouth nothing like youll ever get,1 raw cashew 1 olive oil u00bd lemonpepper seasoning u00bd garlic powder u00bd salt,place raw cashew bowl add olive oil toss coat sprinkle lemon pepper seasoning garlic powder salt toss coat preheat air fryer 330 degree f 165 degree c spread seasoned cashew basket air fryer cook 3 minute shake basket cook golden brown 4 minute transfer cashew paper towel lined plate let cool completely store leftover airtight container,5,5
air fryer pretzel crescent roll,air fryer recipe,air fryer appetizer snack recipe,air fried croissant pretzel made refrigerated crescent roll dough perfect game day appetizer serve side beer cheese dip,1 quart water u00bc baking soda 1 8 ounce package refrigerated crescent roll dough pretzel salt cooking spray,place large stock pot high heat add water bring boil high heat meanwhile shape crescent desired shape preheat air fryer 350u00b0 preheat air fryer 350 degree f 175 degree c line air fryer basket fitted piece parchment generously spray cooking spray water boiling carefully add baking soda bubble lower crescent roll brine spider strainer boil 5 second transfer onto parchment paper air fryer basket sprinkle salt air fry crescent roll cooked golden 12 minute serve immediately,5,5
crispy air fryer chickpea,air fryer recipe,air fryer appetizer snack recipe,perfect snacking game day topping salad replace crouton airfried chickpea addictive pack ton flavor little bit heat,1 15 ounce chickpea drained 2 chililime seasoning tajinu00ae 1 olive oil u215b cayenne pepper,rinse chickpea colander allow drain dry 20 minute preheat air fryer 350 degree f 175 degree c 5 minute transfer chickpea bowl add tajin olive oil cayenne stir evenly combined spread chickpea air fryer basket cook 5 minute shake basket cook 5 minute shake one time continue cooking chick pea crisp 5 minute transfer paper towel lined plate let sit 10 minute,4,5
air fryer chickpea,air fryer recipe,air fryer appetizer snack recipe,air fryer chickpea vibrant tajin seasoning unique chili pepperlime flavor enjoy snack salad topper option crouton soup great way add healthy fat extra protein diet,1 155 ounce chickpea drained rinsed u00be avocado oil 2 chililime seasoning tajinu00ae u00bc garlic powder 1 pinch cayenne pepper taste salt taste,preheat air fryer 400 degree f 200 degree c spray air fryer basket cooking spray use parchment liner place chickpea paper towellined plate dry patting another paper towel top add dried chickpea medium bowl drizzle avocado oil sprinkle tajin garlic powder cayenne toss coat transfer chickpea air fryer basket cook stirring shaking halfway reach desired crispness 12 15 minute cooking time may vary depending brand size air fryer season salt allow chickpea cool slightly,6,4
air fryer chicken bite parmesan cheese,air fryer recipe,air fryer appetizer snack recipe,crispy chicken bite made simple air fryer serve marinara dipping desired,2 olive oil 2 worcestershire sauce 1 dried italian seasoning u00bd garlic powder u00bc salt u215b freshly black pepper 1 pound skinless boneless chicken breast cut 1inch cube 2 flour cooking spray u00bc parmesan cheese 2 fresh parsley,whisk olive oil worcestershire italian seasoning garlic powder salt pepper together bowl add chicken cube stir coat preheat air fryer 370 degree f 185 degree c 10 minute add flour chicken mixture stir coat liquid absorbed place chicken basket air fryer cook 8 minute using tongs flip piece spray top nonstick cooking spray cook 8 minute sprinkle parmesan cheese parsley chicken cook cheese started melt 2 minute serve immediately,11,5
air fryer halloumi,air fryer recipe,air fryer appetizer snack recipe,fried halloumi pub england often served appetizer instant love breeze make air fryer like serve sliced cherry tomato freshly herb occasionally drizzle balsamic glaze,8 ounce halloumi cheese 2 olive oil cooking spray,preheat air fryer 360 degree f 180 degree c slice halloumi 6 equal slice cut slice half dry paper towel brush side olive oil lightly spray air fryer basket cooking spray place halloumi slice basket making sure theyre touching may cook two batch cook 7 9 minute golden brown make sure overcook turn rubbery serve immediately,3,4
air fryer ranch chicken bite,air fryer recipe,air fryer appetizer snack recipe,incredibly tender flavorful kid love much adult serve appetizer salad topping game day snack taco wrap filling favorite dip,1 pound boneless skinless chicken thigh trimmed cut 1inch cube 2 avocado oil 1 white vinegar 1 u00bd dry ranch dressing mix hidden valley ranchu00ae 1 garlic powder u00bd salt u00bd freshly black pepper 3 extrasharp cheddar cheese 1 fresh parsley,combine chicken avocado oil white vinegar ranch powder garlic powder salt pepper large bowl stir well chicken coated cover marinate fridge 30 60 minute much longer texture become mushy preheat air fryer 380 degree f 190 degree c place chicken cube air fryer basket single layer touching air fry chicken longer pink center juice run clear flipping edge start brown sure overcook 8 11 minute instantread thermometer inserted near bone read 165 degree f 74 degree c cooking time may vary depending brand size air fryer may need cook batch sprinkle chicken cheddar cheese return air fryer cheese melt 30 second serve warm garnished parsley,9,4
healthier jalapeño popper,air fryer recipe,air fryer appetizer snack recipe,try jalapeño popper air fryer flavor upgrade start greekstyle yogurtbased filling mix favorite cheese seasoning fresh herb popper 30 calorie 50 milligram sodium,1 8 ounce package reducedfat cream cheese neufchu00e2tel softened u00bd gouda cheese u00bc plain greekstyle yogurt 1 fresh oregano 1 saltfree italian seasoning 2 clove garlic 1 pound jalapeno pepper halved seeded 2 wholewheat panko bread crumb,filling stir together cream cheese gouda yogurt oregano italian seasoning garlic bowl transfer filling piping bag fitted tip small ziptop plastic bag snip corner pipe filling pepper half put panko small dish dip pepper filling side panko coat lightly coat panko cooking spray preheat air fryer 375 degree f 190 degree c airfry pepper panko side working batch needed tender lightly browned 8 minute f like garnish additional fresh herb,8,3
air fryer pizza bomb,air fryer recipe,air fryer appetizer snack recipe,delicious pizza bomb easy quick make made less 30 minute 4 ingredient perfect finger food great snacking quick lunch family love,cooking spray 1 19 ounce southernstyle flaky refrigerated biscuit pillsbury grandsu00ae 32 slice pepperoni 16 mozzarella cheese 8 spaghetti sauce 2 butter melted,preheat air fryer 350 degree f 175 degree c line air fryer basket parchment paper spray parchment paper nonstick cooking spray separate biscuit 8 piece flatten 6 inch large disc top disc 1 spaghetti sauce spread within 14 inch edge top 2 cheese 4 slice pepperoni overlapping pull side biscuit pinch together seal place biscuit air fryer basket sealed side brush butter cook air fryer golden brown 4 6 minute flip biscuit brush remaining butter air fry side golden brown well additional 3 5 minute,6,4
air fryer puffed butter bean,air fryer recipe,air fryer appetizer snack recipe,crispy outside creamy inside puffed butter bean new favorite healthy snack cooked air fryer create golden savory shell bean add delicious texture soup salad snack mix toss favorite fresh dried seasoning add even flavor,1 16 ounce large butter bean drained rinsed 1 olive oil 1 salt 1 freshly black pepper 1 garlic powder optional preferred seasoning blend,stir together butter bean olive oil salt pepper garlic powder bowl combined spread air fryer basket preheat air fryer 400 degree f 200 degree c air fry golden crispy tossing halfway 12 15 minute sprinkle additional seasoning taste like store airtight container 3 5 day,6,4
easy air fryer cream cheese wonton,air fryer recipe,air fryer appetizer snack recipe,fun easy appetizer whip last minute guest using air fryer make less messy easy make many want,6 wonton wrapper 3 chive onion cream cheese 2 finely cilantro taste dried parsley water oil sealing,set air fryer 350 degree f 175 degree c lay six wonton skin cutting board point facing like diamond place approximately 1 round cream towards bottom corner sprinkle cilantro parsley cream cheese rub little water along edge bottom wonton gently fold top portion wonton cream cheese meet two point together seal together one finger ensuring cream cheese leak air bubble fold long corner triangle form little packet seal water brush wonton bit vegetable oil air fry oil side 5 minute flip dab wonton little oil fry brown likening additional 3 4 minute,5,6
air fryer smoked salmon wonton,air fryer recipe,air fryer appetizer snack recipe,savory little bundle five ingredient little timeconsuming first come together quickly get hang perfect appetizer large crowd also make ahead time see cook note,1 6 ounce package cream cheese softened 3 ounce coldsmoked salmon finely 1 u00bd caper 1 u00bd finely red onion 48 wonton wrapper water needed cooking spray,combine cream cheese salmon caper red onion bowl fill second small bowl water working 6 wonton wrapper time separate onto clean work surface place 1 salmon mixture center wonton overfill mixture may ooze dip finger bowl water lightly wet 4 edge wonton wrapper gently fold half diagonally make triangle seal edge try leave excess air wonton cause burst lightly wet bottom triangle fold right side middle left side pressing edge seal set wonton aside covered damp paper towel finish making remaining wonton preheat air fryer 330 degree f 166 degree c generously mist side wonton cooking spray place many wonton air fryer basket fit without overcrowding airfry 5 minute flipping halfway remove cooling rack let cool cook remaining wonton batch best served slightly warm room temperature,7,6
